candle_end_time,open,close,high,low,volume
2020-04-01 10:57:00,6.64,6.65,6.66,6.64,115.00
2020-04-01 10:58:00,6.65,6.66,6.66,6.65,370.00
2020-04-01 10:59:00,6.66,6.68,6.68,6.66,1515.00
2020-04-01 11:00:00,6.68,6.65,6.68,6.65,430.00
2020-04-01 11:01:00,6.65,6.65,6.66,6.65,161.00
2020-04-01 11:02:00,6.65,6.64,6.66,6.64,233.00
2020-04-01 11:03:00,6.64,6.66,6.66,6.64,288.00
2020-04-01 11:04:00,6.66,6.65,6.66,6.64,182.00
2020-04-01 11:05:00,6.65,6.67,6.67,6.64,743.00
2020-04-01 11:06:00,6.67,6.66,6.67,6.65,126.00
2020-04-01 11:07:00,6.66,6.66,6.66,6.65,142.00
2020-04-01 11:08:00,6.66,6.65,6.66,6.65,276.00
2020-04-01 11:09:00,6.65,6.65,6.65,6.64,18.00
2020-04-01 11:10:00,6.65,6.65,6.65,6.64,142.00
2020-04-01 11:11:00,6.65,6.65,6.65,6.64,291.00
2020-04-01 11:12:00,6.65,6.65,6.65,6.64,109.00
2020-04-01 11:13:00,6.65,6.65,6.65,6.64,43.00
2020-04-01 11:14:00,6.65,6.65,6.66,6.65,381.00
2020-04-01 11:15:00,6.65,6.66,6.66,6.65,332.00
2020-04-01 11:16:00,6.66,6.66,6.67,6.65,380.00
2020-04-01 11:17:00,6.66,6.67,6.67,6.66,438.00
2020-04-01 11:18:00,6.67,6.66,6.67,6.66,337.00
2020-04-01 11:19:00,6.66,6.64,6.66,6.64,512.00
2020-04-01 11:20:00,6.64,6.64,6.65,6.64,211.00
2020-04-01 11:21:00,6.64,6.65,6.65,6.64,359.00
2020-04-01 11:22:00,6.65,6.63,6.65,6.63,445.00
2020-04-01 11:23:00,6.63,6.63,6.64,6.63,1204.00
2020-04-01 11:24:00,6.63,6.62,6.63,6.61,876.00
2020-04-01 11:25:00,6.62,6.62,6.64,6.62,533.00
2020-04-01 11:26:00,6.63,6.62,6.63,6.62,173.00
2020-04-01 11:27:00,6.62,6.63,6.63,6.61,382.00
2020-04-01 11:28:00,6.63,6.61,6.63,6.61,171.00
2020-04-01 11:29:00,6.61,6.63,6.63,6.61,470.00
2020-04-01 11:30:00,6.63,6.63,6.63,6.63,0.00
2020-04-01 13:01:00,6.63,6.65,6.66,6.62,910.00
2020-04-01 13:02:00,6.65,6.65,6.66,6.65,308.00
2020-04-01 13:03:00,6.65,6.65,6.66,6.64,214.00
2020-04-01 13:04:00,6.65,6.66,6.66,6.65,216.00
2020-04-01 13:05:00,6.66,6.66,6.66,6.65,574.00
2020-04-01 13:06:00,6.66,6.68,6.68,6.66,841.00
2020-04-01 13:07:00,6.68,6.74,6.74,6.67,4667.00
2020-04-01 13:08:00,6.74,6.76,6.80,6.72,4512.00
2020-04-01 13:09:00,6.76,6.79,6.82,6.76,8142.00
2020-04-01 13:10:00,6.79,6.77,6.80,6.77,2439.00
2020-04-01 13:11:00,6.77,6.82,6.82,6.75,3103.00
2020-04-01 13:12:00,6.82,6.78,6.83,6.77,2947.00
2020-04-01 13:13:00,6.78,6.77,6.79,6.77,889.00
2020-04-01 13:14:00,6.77,6.78,6.78,6.77,1379.00
2020-04-01 13:15:00,6.78,6.76,6.78,6.76,1153.00
2020-04-01 13:16:00,6.76,6.76,6.77,6.75,1338.00
2020-04-01 13:17:00,6.76,6.74,6.76,6.74,804.00
2020-04-01 13:18:00,6.74,6.75,6.75,6.74,410.00
2020-04-01 13:19:00,6.75,6.77,6.77,6.74,1112.00
2020-04-01 13:20:00,6.77,6.77,6.77,6.76,480.00
2020-04-01 13:21:00,6.77,6.76,6.77,6.76,1064.00
2020-04-01 13:22:00,6.76,6.76,6.76,6.75,293.00
2020-04-01 13:23:00,6.76,6.75,6.76,6.75,128.00
2020-04-01 13:24:00,6.75,6.76,6.76,6.75,243.00
2020-04-01 13:25:00,6.76,6.75,6.76,6.74,484.00
2020-04-01 13:26:00,6.75,6.74,6.75,6.74,151.00
2020-04-01 13:27:00,6.74,6.76,6.76,6.74,778.00
2020-04-01 13:28:00,6.76,6.76,6.77,6.76,921.00
2020-04-01 13:29:00,6.76,6.76,6.77,6.76,732.00
2020-04-01 13:30:00,6.76,6.75,6.76,6.75,319.00
2020-04-01 13:31:00,6.75,6.74,6.75,6.72,1940.00
2020-04-01 13:32:00,6.74,6.72,6.74,6.72,1655.00
2020-04-01 13:33:00,6.72,6.73,6.74,6.72,558.00
2020-04-01 13:34:00,6.73,6.72,6.73,6.71,910.00
2020-04-01 13:35:00,6.72,6.71,6.72,6.71,279.00
2020-04-01 13:36:00,6.71,6.70,6.71,6.70,455.00
2020-04-01 13:37:00,6.70,6.73,6.73,6.70,1164.00
2020-04-01 13:38:00,6.73,6.74,6.74,6.72,605.00
2020-04-01 13:39:00,6.74,6.75,6.75,6.74,658.00
2020-04-01 13:40:00,6.75,6.72,6.75,6.72,891.00
2020-04-01 13:41:00,6.72,6.71,6.73,6.71,592.00
2020-04-01 13:42:00,6.71,6.70,6.71,6.70,451.00
2020-04-01 13:43:00,6.70,6.70,6.71,6.70,552.00
2020-04-01 13:44:00,6.70,6.71,6.72,6.70,698.00
2020-04-01 13:45:00,6.71,6.75,6.75,6.71,984.00
2020-04-01 13:46:00,6.75,6.74,6.75,6.74,984.00
2020-04-01 13:47:00,6.74,6.73,6.75,6.73,501.00
2020-04-01 13:48:00,6.73,6.73,6.74,6.73,119.00
2020-04-01 13:49:00,6.73,6.73,6.74,6.73,371.00
2020-04-01 13:50:00,6.73,6.72,6.74,6.72,370.00
2020-04-01 13:51:00,6.72,6.71,6.73,6.71,252.00
2020-04-01 13:52:00,6.71,6.71,6.72,6.71,502.00
2020-04-01 13:53:00,6.71,6.71,6.72,6.71,693.00
2020-04-01 13:54:00,6.71,6.72,6.72,6.71,188.00
2020-04-01 13:55:00,6.72,6.72,6.72,6.71,418.00
2020-04-01 13:56:00,6.72,6.71,6.73,6.71,363.00
2020-04-01 13:57:00,6.71,6.72,6.73,6.71,336.00
2020-04-01 13:58:00,6.72,6.72,6.73,6.72,546.00
2020-04-01 13:59:00,6.72,6.72,6.72,6.72,272.00
2020-04-01 14:00:00,6.71,6.72,6.73,6.71,418.00
2020-04-01 14:01:00,6.73,6.73,6.73,6.71,155.00
2020-04-01 14:02:00,6.73,6.72,6.73,6.72,240.00
2020-04-01 14:03:00,6.72,6.74,6.74,6.72,733.00
2020-04-01 14:04:00,6.74,6.74,6.74,6.74,213.00
2020-04-01 14:05:00,6.74,6.73,6.74,6.73,86.00
2020-04-01 14:06:00,6.73,6.73,6.74,6.73,294.00
2020-04-01 14:07:00,6.73,6.73,6.74,6.73,901.00
2020-04-01 14:08:00,6.73,6.72,6.74,6.72,972.00
2020-04-01 14:09:00,6.72,6.71,6.73,6.71,303.00
2020-04-01 14:10:00,6.71,6.71,6.72,6.71,670.00
2020-04-01 14:11:00,6.71,6.71,6.72,6.71,808.00
2020-04-01 14:12:00,6.71,6.70,6.71,6.70,312.00
2020-04-01 14:13:00,6.70,6.70,6.71,6.70,485.00
2020-04-01 14:14:00,6.70,6.68,6.70,6.68,1519.00
2020-04-01 14:15:00,6.68,6.68,6.68,6.68,1003.00
2020-04-01 14:16:00,6.68,6.69,6.69,6.68,513.00
2020-04-01 14:17:00,6.69,6.70,6.70,6.69,206.00
2020-04-01 14:18:00,6.70,6.69,6.70,6.68,132.00
2020-04-01 14:19:00,6.69,6.69,6.69,6.68,143.00
2020-04-01 14:20:00,6.69,6.68,6.69,6.68,94.00
2020-04-01 14:21:00,6.68,6.69,6.69,6.68,422.00
2020-04-01 14:22:00,6.69,6.69,6.69,6.68,115.00
2020-04-01 14:23:00,6.69,6.69,6.69,6.68,306.00
2020-04-01 14:24:00,6.69,6.68,6.69,6.68,519.00
2020-04-01 14:25:00,6.68,6.67,6.68,6.67,294.00
2020-04-01 14:26:00,6.67,6.69,6.69,6.67,265.00
2020-04-01 14:27:00,6.69,6.69,6.69,6.68,621.00
2020-04-01 14:28:00,6.69,6.70,6.70,6.69,1164.00
2020-04-01 14:29:00,6.70,6.69,6.70,6.69,451.00
2020-04-01 14:30:00,6.69,6.68,6.70,6.68,620.00
2020-04-01 14:31:00,6.69,6.68,6.69,6.68,240.00
2020-04-01 14:32:00,6.68,6.67,6.69,6.67,391.00
2020-04-01 14:33:00,6.67,6.67,6.67,6.66,293.00
2020-04-01 14:34:00,6.67,6.67,6.68,6.66,1518.00
2020-04-01 14:35:00,6.67,6.66,6.68,6.66,393.00
2020-04-01 14:36:00,6.67,6.67,6.67,6.66,692.00
2020-04-01 14:37:00,6.67,6.67,6.68,6.66,1063.00
2020-04-01 14:38:00,6.67,6.67,6.68,6.66,1231.00
2020-04-01 14:39:00,6.67,6.67,6.68,6.67,85.00
2020-04-01 14:40:00,6.67,6.68,6.68,6.67,54.00
2020-04-01 14:41:00,6.68,6.68,6.68,6.68,242.00
2020-04-01 14:42:00,6.68,6.67,6.68,6.67,1222.00
2020-04-01 14:43:00,6.67,6.67,6.68,6.66,890.00
2020-04-01 14:44:00,6.67,6.66,6.67,6.66,718.00
2020-04-01 14:45:00,6.65,6.65,6.66,6.65,920.00
2020-04-01 14:46:00,6.65,6.65,6.66,6.65,301.00
2020-04-01 14:47:00,6.65,6.66,6.66,6.65,797.00
2020-04-01 14:48:00,6.66,6.65,6.66,6.65,911.00
2020-04-01 14:49:00,6.65,6.64,6.65,6.64,511.00
2020-04-01 14:50:00,6.64,6.64,6.65,6.63,1281.00
2020-04-01 14:51:00,6.64,6.65,6.65,6.63,2106.00
2020-04-01 14:52:00,6.65,6.64,6.65,6.64,628.00
2020-04-01 14:53:00,6.65,6.66,6.66,6.64,1030.00
2020-04-01 14:54:00,6.66,6.65,6.66,6.65,675.00
2020-04-01 14:55:00,6.66,6.65,6.67,6.65,1839.00
2020-04-01 14:56:00,6.66,6.67,6.67,6.65,1070.00
2020-04-01 14:57:00,6.67,6.67,6.67,6.67,6.00
2020-04-01 14:58:00,6.67,6.67,6.67,6.67,0.00
2020-04-01 14:59:00,6.67,6.67,6.67,6.67,0.00
2020-04-01 15:00:00,6.67,6.69,6.69,6.67,3428.00
2020-04-02 09:30:00,6.61,6.62,6.64,6.59,2180.00
2020-04-02 09:31:00,6.62,6.60,6.63,6.59,1670.00
2020-04-02 09:32:00,6.60,6.61,6.61,6.59,2376.00
2020-04-02 09:33:00,6.61,6.59,6.61,6.59,1455.00
2020-04-02 09:34:00,6.59,6.59,6.60,6.58,1662.00
2020-04-02 09:35:00,6.59,6.61,6.61,6.59,1362.00
2020-04-02 09:36:00,6.61,6.61,6.63,6.60,1701.00
2020-04-02 09:37:00,6.61,6.60,6.61,6.59,1101.00
2020-04-02 09:38:00,6.59,6.60,6.60,6.59,1282.00
2020-04-02 09:39:00,6.60,6.60,6.60,6.59,679.00
2020-04-02 09:40:00,6.60,6.59,6.60,6.58,1470.00
2020-04-02 09:41:00,6.59,6.56,6.59,6.56,2871.00
2020-04-02 09:42:00,6.55,6.55,6.56,6.55,1352.00
2020-04-02 09:43:00,6.55,6.56,6.56,6.54,1312.00
2020-04-02 09:44:00,6.56,6.57,6.57,6.56,643.00
2020-04-02 09:45:00,6.57,6.56,6.57,6.55,1971.00
2020-04-02 09:46:00,6.56,6.57,6.57,6.56,655.00
2020-04-02 09:47:00,6.57,6.58,6.58,6.57,612.00
2020-04-02 09:48:00,6.58,6.61,6.61,6.58,1657.00
2020-04-02 09:49:00,6.61,6.61,6.62,6.61,681.00
2020-04-02 09:50:00,6.62,6.59,6.62,6.59,600.00
2020-04-02 09:51:00,6.59,6.60,6.60,6.59,729.00
2020-04-02 09:52:00,6.58,6.58,6.59,6.58,358.00
2020-04-02 09:53:00,6.58,6.58,6.59,6.56,592.00
2020-04-02 09:54:00,6.58,6.57,6.58,6.57,1123.00
2020-04-02 09:55:00,6.57,6.55,6.57,6.54,1923.00
2020-04-02 09:56:00,6.55,6.56,6.56,6.54,834.00
2020-04-02 09:57:00,6.55,6.56,6.56,6.55,1420.00
2020-04-02 09:58:00,6.56,6.55,6.56,6.55,1415.00
2020-04-02 09:59:00,6.55,6.54,6.55,6.54,1038.00
2020-04-02 10:00:00,6.54,6.54,6.54,6.53,2413.00
2020-04-02 10:01:00,6.53,6.54,6.55,6.53,2611.00
2020-04-02 10:02:00,6.54,6.54,6.54,6.53,595.00
2020-04-02 10:03:00,6.53,6.54,6.54,6.53,327.00
2020-04-02 10:04:00,6.54,6.55,6.55,6.53,828.00
2020-04-02 10:05:00,6.54,6.57,6.57,6.54,795.00
2020-04-02 10:06:00,6.57,6.56,6.57,6.55,617.00
2020-04-02 10:07:00,6.56,6.56,6.56,6.55,492.00
2020-04-02 10:08:00,6.57,6.57,6.58,6.57,410.00
2020-04-02 10:09:00,6.58,6.59,6.59,6.58,327.00
2020-04-02 10:10:00,6.59,6.58,6.59,6.57,469.00
2020-04-02 10:11:00,6.58,6.58,6.58,6.57,139.00
2020-04-02 10:12:00,6.58,6.58,6.58,6.58,596.00
2020-04-02 10:13:00,6.58,6.57,6.58,6.56,519.00
2020-04-02 10:14:00,6.57,6.56,6.57,6.56,394.00
2020-04-02 10:15:00,6.55,6.54,6.55,6.54,1638.00
2020-04-02 10:16:00,6.54,6.55,6.56,6.54,447.00
2020-04-02 10:17:00,6.55,6.56,6.56,6.55,802.00
2020-04-02 10:18:00,6.56,6.54,6.56,6.54,866.00
2020-04-02 10:19:00,6.54,6.55,6.55,6.54,613.00
2020-04-02 10:20:00,6.55,6.55,6.56,6.55,459.00
2020-04-02 10:21:00,6.55,6.55,6.56,6.55,866.00
2020-04-02 10:22:00,6.55,6.55,6.56,6.55,1161.00
2020-04-02 10:23:00,6.55,6.57,6.57,6.55,218.00
2020-04-02 10:24:00,6.57,6.56,6.58,6.56,389.00
2020-04-02 10:25:00,6.56,6.55,6.57,6.55,1114.00
2020-04-02 10:26:00,6.55,6.55,6.55,6.54,397.00
2020-04-02 10:27:00,6.54,6.54,6.55,6.54,369.00
2020-04-02 10:28:00,6.54,6.51,6.54,6.50,5032.00
2020-04-02 10:29:00,6.51,6.51,6.51,6.50,2464.00
2020-04-02 10:30:00,6.51,6.54,6.54,6.51,1236.00
2020-04-02 10:31:00,6.53,6.54,6.54,6.53,234.00
2020-04-02 10:32:00,6.54,6.53,6.54,6.53,943.00
2020-04-02 10:33:00,6.52,6.52,6.53,6.52,489.00
2020-04-02 10:34:00,6.52,6.53,6.53,6.51,416.00
2020-04-02 10:35:00,6.52,6.54,6.54,6.52,368.00
2020-04-02 10:36:00,6.54,6.53,6.54,6.52,322.00
2020-04-02 10:37:00,6.53,6.53,6.53,6.52,573.00
2020-04-02 10:38:00,6.53,6.53,6.53,6.52,271.00
2020-04-02 10:39:00,6.53,6.53,6.53,6.52,360.00
2020-04-02 10:40:00,6.52,6.54,6.54,6.52,528.00
2020-04-02 10:41:00,6.54,6.56,6.56,6.54,462.00
2020-04-02 10:42:00,6.56,6.56,6.57,6.56,58.00
2020-04-02 10:43:00,6.56,6.58,6.58,6.56,293.00
2020-04-02 10:44:00,6.58,6.57,6.58,6.57,309.00
2020-04-02 10:45:00,6.57,6.56,6.57,6.56,116.00
2020-04-02 10:46:00,6.56,6.57,6.57,6.55,416.00
2020-04-02 10:47:00,6.57,6.57,6.57,6.56,70.00
2020-04-02 10:48:00,6.57,6.56,6.57,6.56,293.00
2020-04-02 10:49:00,6.56,6.56,6.56,6.56,44.00
2020-04-02 10:50:00,6.56,6.55,6.56,6.55,122.00
2020-04-02 10:51:00,6.55,6.56,6.57,6.55,101.00
2020-04-02 10:52:00,6.57,6.57,6.58,6.57,163.00
2020-04-02 10:53:00,6.57,6.59,6.59,6.57,791.00
2020-04-02 10:54:00,6.59,6.58,6.59,6.58,319.00
2020-04-02 10:55:00,6.58,6.58,6.58,6.57,407.00
2020-04-02 10:56:00,6.58,6.57,6.58,6.57,231.00
2020-04-02 10:57:00,6.57,6.57,6.57,6.57,88.00
2020-04-02 10:58:00,6.57,6.57,6.57,6.57,358.00
2020-04-02 10:59:00,6.57,6.57,6.57,6.57,142.00
2020-04-02 11:00:00,6.57,6.58,6.58,6.57,142.00
2020-04-02 11:01:00,6.57,6.59,6.59,6.57,662.00
2020-04-02 11:02:00,6.59,6.58,6.59,6.58,39.00
2020-04-02 11:03:00,6.58,6.58,6.58,6.57,84.00
2020-04-02 11:04:00,6.58,6.57,6.58,6.57,32.00
2020-04-02 11:05:00,6.58,6.57,6.58,6.57,132.00
2020-04-02 11:06:00,6.57,6.57,6.57,6.57,197.00
2020-04-02 11:07:00,6.57,6.56,6.58,6.56,215.00
2020-04-02 11:08:00,6.56,6.56,6.56,6.55,193.00
2020-04-02 11:09:00,6.56,6.56,6.56,6.55,213.00
2020-04-02 11:10:00,6.55,6.57,6.57,6.55,307.00
2020-04-02 11:11:00,6.57,6.57,6.58,6.56,434.00
2020-04-02 11:12:00,6.57,6.57,6.57,6.57,51.00
2020-04-02 11:13:00,6.57,6.57,6.57,6.57,164.00
2020-04-02 11:14:00,6.57,6.57,6.58,6.57,354.00
2020-04-02 11:15:00,6.57,6.58,6.58,6.57,56.00
2020-04-02 11:16:00,6.58,6.57,6.58,6.56,173.00
2020-04-02 11:17:00,6.57,6.56,6.57,6.56,286.00
2020-04-02 11:18:00,6.56,6.57,6.57,6.56,103.00
2020-04-02 11:19:00,6.57,6.57,6.57,6.57,206.00
2020-04-02 11:20:00,6.57,6.59,6.60,6.57,1488.00
2020-04-02 11:21:00,6.59,6.61,6.61,6.59,724.00
2020-04-02 11:22:00,6.61,6.61,6.63,6.61,1099.00
2020-04-02 11:23:00,6.61,6.63,6.65,6.61,1329.00
2020-04-02 11:24:00,6.63,6.64,6.65,6.63,1503.00
2020-04-02 11:25:00,6.68,6.64,6.68,6.63,997.00
2020-04-02 11:26:00,6.64,6.62,6.64,6.61,1503.00
2020-04-02 11:27:00,6.62,6.62,6.62,6.61,198.00
2020-04-02 11:28:00,6.62,6.62,6.62,6.61,116.00
2020-04-02 11:29:00,6.61,6.61,6.62,6.61,189.00
2020-04-02 11:30:00,6.61,6.61,6.61,6.61,0.00
2020-04-02 13:01:00,6.61,6.62,6.63,6.60,1203.00
2020-04-02 13:02:00,6.62,6.61,6.62,6.61,57.00
2020-04-02 13:03:00,6.61,6.61,6.62,6.61,345.00
2020-04-02 13:04:00,6.61,6.60,6.61,6.60,938.00
2020-04-02 13:05:00,6.60,6.59,6.60,6.59,255.00
2020-04-02 13:06:00,6.59,6.59,6.59,6.58,213.00
2020-04-02 13:07:00,6.59,6.62,6.62,6.59,1705.00
2020-04-02 13:08:00,6.62,6.62,6.64,6.62,644.00
2020-04-02 13:09:00,6.62,6.60,6.62,6.60,533.00
2020-04-02 13:10:00,6.60,6.60,6.60,6.60,301.00
2020-04-02 13:11:00,6.60,6.59,6.60,6.58,1293.00
2020-04-02 13:12:00,6.59,6.60,6.60,6.59,220.00
2020-04-02 13:13:00,6.60,6.64,6.64,6.60,669.00
2020-04-02 13:14:00,6.64,6.63,6.64,6.63,1362.00
2020-04-02 13:15:00,6.63,6.64,6.64,6.63,565.00
2020-04-02 13:16:00,6.64,6.67,6.67,6.64,1245.00
2020-04-02 13:17:00,6.67,6.71,6.73,6.66,4321.00
2020-04-02 13:18:00,6.71,6.71,6.72,6.70,2223.00
2020-04-02 13:19:00,6.71,6.70,6.71,6.70,1063.00
2020-04-02 13:20:00,6.70,6.69,6.70,6.69,929.00
2020-04-02 13:21:00,6.69,6.70,6.70,6.69,855.00
2020-04-02 13:22:00,6.70,6.68,6.70,6.68,2015.00
2020-04-02 13:23:00,6.68,6.67,6.69,6.67,1273.00
2020-04-02 13:24:00,6.67,6.71,6.72,6.67,2133.00
2020-04-02 13:25:00,6.71,6.70,6.71,6.69,667.00
2020-04-02 13:26:00,6.70,6.69,6.70,6.69,208.00
2020-04-02 13:27:00,6.69,6.68,6.69,6.68,534.00
2020-04-02 13:28:00,6.68,6.66,6.68,6.66,554.00
2020-04-02 13:29:00,6.66,6.67,6.67,6.66,116.00
2020-04-02 13:30:00,6.67,6.67,6.68,6.66,133.00
2020-04-02 13:31:00,6.67,6.67,6.67,6.66,206.00
2020-04-02 13:32:00,6.67,6.68,6.68,6.67,659.00
2020-04-02 13:33:00,6.68,6.68,6.68,6.67,397.00
2020-04-02 13:34:00,6.68,6.68,6.68,6.67,259.00
2020-04-02 13:35:00,6.68,6.70,6.70,6.68,1569.00
2020-04-02 13:36:00,6.70,6.70,6.74,6.70,3089.00
2020-04-02 13:37:00,6.70,6.72,6.73,6.70,252.00
2020-04-02 13:38:00,6.72,6.72,6.72,6.71,600.00
2020-04-02 13:39:00,6.72,6.70,6.72,6.70,2398.00
2020-04-02 13:40:00,6.70,6.70,6.71,6.70,223.00
2020-04-02 13:41:00,6.70,6.70,6.71,6.70,497.00
2020-04-02 13:42:00,6.70,6.70,6.70,6.70,60.00
2020-04-02 13:43:00,6.70,6.70,6.70,6.69,116.00
2020-04-02 13:44:00,6.70,6.69,6.70,6.69,248.00
2020-04-02 13:45:00,6.69,6.70,6.70,6.69,335.00
2020-04-02 13:46:00,6.70,6.70,6.70,6.69,47.00
2020-04-02 13:47:00,6.70,6.69,6.70,6.69,310.00
2020-04-02 13:48:00,6.69,6.68,6.69,6.68,253.00
2020-04-02 13:49:00,6.68,6.68,6.68,6.67,320.00
2020-04-02 13:50:00,6.68,6.69,6.69,6.68,40.00
2020-04-02 13:51:00,6.69,6.70,6.70,6.69,245.00
2020-04-02 13:52:00,6.70,6.70,6.70,6.69,281.00
2020-04-02 13:53:00,6.70,6.70,6.70,6.70,85.00
2020-04-02 13:54:00,6.70,6.69,6.70,6.69,144.00
2020-04-02 13:55:00,6.69,6.69,6.69,6.68,1066.00
2020-04-02 13:56:00,6.69,6.69,6.69,6.68,176.00
2020-04-02 13:57:00,6.69,6.69,6.70,6.68,376.00
