candle_end_time,open,close,high,low,volume
2020-04-14 14:18:00,4.49,4.50,4.50,4.49,3356.00
2020-04-14 14:19:00,4.50,4.50,4.50,4.49,488.00
2020-04-14 14:20:00,4.49,4.50,4.50,4.49,526.00
2020-04-14 14:21:00,4.50,4.50,4.50,4.49,1036.00
2020-04-14 14:22:00,4.50,4.50,4.50,4.49,628.00
2020-04-14 14:23:00,4.50,4.49,4.50,4.49,11663.00
2020-04-14 14:24:00,4.49,4.49,4.50,4.49,1520.00
2020-04-14 14:25:00,4.49,4.50,4.50,4.49,1110.00
2020-04-14 14:26:00,4.50,4.50,4.50,4.49,777.00
2020-04-14 14:27:00,4.49,4.49,4.50,4.49,1339.00
2020-04-14 14:28:00,4.49,4.50,4.50,4.49,701.00
2020-04-14 14:29:00,4.50,4.49,4.50,4.49,1348.00
2020-04-14 14:30:00,4.49,4.50,4.50,4.49,895.00
2020-04-14 14:31:00,4.49,4.49,4.50,4.49,861.00
2020-04-14 14:32:00,4.49,4.49,4.50,4.49,2481.00
2020-04-14 14:33:00,4.50,4.50,4.50,4.49,14413.00
2020-04-14 14:34:00,4.50,4.50,4.50,4.49,533.00
2020-04-14 14:35:00,4.49,4.50,4.50,4.49,1346.00
2020-04-14 14:36:00,4.49,4.49,4.50,4.49,2338.00
2020-04-14 14:37:00,4.50,4.49,4.50,4.49,2294.00
2020-04-14 14:38:00,4.49,4.49,4.50,4.49,4910.00
2020-04-14 14:39:00,4.49,4.50,4.50,4.49,1144.00
2020-04-14 14:40:00,4.50,4.49,4.50,4.49,2080.00
2020-04-14 14:41:00,4.49,4.50,4.50,4.49,22254.00
2020-04-14 14:42:00,4.50,4.50,4.50,4.49,29963.00
2020-04-14 14:43:00,4.50,4.51,4.51,4.50,23739.00
2020-04-14 14:44:00,4.50,4.50,4.51,4.50,2958.00
2020-04-14 14:45:00,4.50,4.50,4.51,4.50,25720.00
2020-04-14 14:46:00,4.49,4.50,4.50,4.49,10241.00
2020-04-14 14:47:00,4.50,4.49,4.50,4.49,2437.00
2020-04-14 14:48:00,4.50,4.50,4.50,4.49,1663.00
2020-04-14 14:49:00,4.49,4.49,4.50,4.49,1976.00
2020-04-14 14:50:00,4.50,4.50,4.50,4.49,3197.00
2020-04-14 14:51:00,4.50,4.50,4.50,4.49,2490.00
2020-04-14 14:52:00,4.50,4.50,4.50,4.49,4689.00
2020-04-14 14:53:00,4.50,4.49,4.50,4.49,3532.00
2020-04-14 14:54:00,4.49,4.49,4.50,4.49,4832.00
2020-04-14 14:55:00,4.50,4.50,4.50,4.49,4108.00
2020-04-14 14:56:00,4.50,4.50,4.50,4.49,6651.00
2020-04-14 14:57:00,4.50,4.50,4.50,4.50,20.00
2020-04-14 14:58:00,4.50,4.50,4.50,4.50,0.00
2020-04-14 14:59:00,4.50,4.50,4.50,4.50,0.00
2020-04-14 15:00:00,4.50,4.50,4.50,4.50,16615.00
2020-04-15 09:30:00,4.49,4.48,4.49,4.48,21123.00
2020-04-15 09:31:00,4.48,4.48,4.48,4.47,14204.00
2020-04-15 09:32:00,4.48,4.48,4.48,4.47,6867.00
2020-04-15 09:33:00,4.48,4.47,4.48,4.47,5299.00
2020-04-15 09:34:00,4.48,4.48,4.48,4.47,6273.00
2020-04-15 09:35:00,4.48,4.48,4.48,4.47,5393.00
2020-04-15 09:36:00,4.48,4.49,4.49,4.47,5702.00
2020-04-15 09:37:00,4.48,4.49,4.49,4.48,4220.00
2020-04-15 09:38:00,4.48,4.48,4.49,4.48,1596.00
2020-04-15 09:39:00,4.48,4.48,4.49,4.48,7215.00
2020-04-15 09:40:00,4.48,4.47,4.48,4.47,2840.00
2020-04-15 09:41:00,4.47,4.48,4.49,4.47,9162.00
2020-04-15 09:42:00,4.48,4.47,4.48,4.47,4179.00
2020-04-15 09:43:00,4.48,4.48,4.48,4.47,5096.00
2020-04-15 09:44:00,4.48,4.48,4.49,4.48,4259.00
2020-04-15 09:45:00,4.48,4.49,4.49,4.48,837.00
2020-04-15 09:46:00,4.48,4.49,4.49,4.48,2076.00
2020-04-15 09:47:00,4.48,4.49,4.49,4.48,2434.00
2020-04-15 09:48:00,4.49,4.49,4.49,4.48,1953.00
2020-04-15 09:49:00,4.49,4.49,4.49,4.48,817.00
2020-04-15 09:50:00,4.49,4.48,4.49,4.48,1379.00
2020-04-15 09:51:00,4.48,4.48,4.49,4.48,3534.00
2020-04-15 09:52:00,4.49,4.49,4.49,4.48,6084.00
2020-04-15 09:53:00,4.49,4.49,4.49,4.48,10911.00
2020-04-15 09:54:00,4.48,4.48,4.49,4.48,5954.00
2020-04-15 09:55:00,4.48,4.49,4.49,4.48,5183.00
2020-04-15 09:56:00,4.49,4.48,4.49,4.48,4454.00
2020-04-15 09:57:00,4.48,4.49,4.49,4.48,11212.00
2020-04-15 09:58:00,4.49,4.49,4.50,4.49,2978.00
2020-04-15 09:59:00,4.50,4.50,4.50,4.49,2240.00
2020-04-15 10:00:00,4.50,4.50,4.50,4.49,2287.00
2020-04-15 10:01:00,4.50,4.48,4.50,4.48,7151.00
2020-04-15 10:02:00,4.48,4.49,4.49,4.48,3696.00
2020-04-15 10:03:00,4.49,4.50,4.50,4.48,2262.00
2020-04-15 10:04:00,4.50,4.50,4.50,4.49,3633.00
2020-04-15 10:05:00,4.50,4.49,4.50,4.49,3237.00
2020-04-15 10:06:00,4.49,4.50,4.50,4.49,2399.00
2020-04-15 10:07:00,4.50,4.49,4.50,4.49,4050.00
2020-04-15 10:08:00,4.49,4.49,4.50,4.49,3321.00
2020-04-15 10:09:00,4.49,4.50,4.50,4.49,12408.00
2020-04-15 10:10:00,4.50,4.50,4.50,4.49,2762.00
2020-04-15 10:11:00,4.50,4.50,4.50,4.49,3462.00
2020-04-15 10:12:00,4.50,4.50,4.50,4.49,3292.00
2020-04-15 10:13:00,4.50,4.49,4.50,4.49,3180.00
2020-04-15 10:14:00,4.49,4.49,4.50,4.49,2602.00
2020-04-15 10:15:00,4.49,4.49,4.50,4.49,3459.00
2020-04-15 10:16:00,4.49,4.49,4.50,4.49,2327.00
2020-04-15 10:17:00,4.49,4.49,4.50,4.49,2028.00
2020-04-15 10:18:00,4.49,4.50,4.50,4.49,3200.00
2020-04-15 10:19:00,4.50,4.50,4.50,4.49,2849.00
2020-04-15 10:20:00,4.49,4.50,4.50,4.49,1380.00
2020-04-15 10:21:00,4.50,4.49,4.50,4.49,2196.00
2020-04-15 10:22:00,4.49,4.50,4.50,4.49,7297.00
2020-04-15 10:23:00,4.50,4.49,4.50,4.49,1956.00
2020-04-15 10:24:00,4.49,4.50,4.50,4.49,1112.00
2020-04-15 10:25:00,4.50,4.50,4.50,4.49,1357.00
2020-04-15 10:26:00,4.50,4.50,4.50,4.49,1154.00
2020-04-15 10:27:00,4.50,4.50,4.50,4.49,1460.00
2020-04-15 10:28:00,4.50,4.50,4.50,4.49,2105.00
2020-04-15 10:29:00,4.50,4.50,4.50,4.49,1054.00
2020-04-15 10:30:00,4.50,4.50,4.50,4.49,6544.00
2020-04-15 10:31:00,4.49,4.50,4.50,4.49,2438.00
2020-04-15 10:32:00,4.50,4.50,4.50,4.49,3269.00
2020-04-15 10:33:00,4.50,4.50,4.50,4.49,2737.00
2020-04-15 10:34:00,4.49,4.50,4.50,4.49,1688.00
2020-04-15 10:35:00,4.49,4.50,4.50,4.49,1495.00
2020-04-15 10:36:00,4.49,4.50,4.50,4.49,1217.00
2020-04-15 10:37:00,4.49,4.50,4.50,4.49,4916.00
2020-04-15 10:38:00,4.50,4.50,4.50,4.49,8333.00
2020-04-15 10:39:00,4.49,4.49,4.50,4.49,7562.00
2020-04-15 10:40:00,4.49,4.49,4.50,4.49,5014.00
2020-04-15 10:41:00,4.49,4.49,4.50,4.49,1812.00
2020-04-15 10:42:00,4.50,4.50,4.50,4.49,3732.00
2020-04-15 10:43:00,4.49,4.50,4.50,4.49,2540.00
2020-04-15 10:44:00,4.49,4.49,4.50,4.49,21967.00
2020-04-15 10:45:00,4.49,4.49,4.49,4.48,2757.00
2020-04-15 10:46:00,4.49,4.49,4.49,4.48,6415.00
2020-04-15 10:47:00,4.49,4.49,4.49,4.48,4784.00
2020-04-15 10:48:00,4.50,4.50,4.50,4.49,1555.00
2020-04-15 10:49:00,4.50,4.49,4.50,4.49,1377.00
2020-04-15 10:50:00,4.49,4.50,4.50,4.49,9578.00
2020-04-15 10:51:00,4.50,4.48,4.50,4.48,8340.00
2020-04-15 10:52:00,4.48,4.48,4.49,4.48,2723.00
2020-04-15 10:53:00,4.49,4.49,4.49,4.48,3109.00
2020-04-15 10:54:00,4.49,4.48,4.49,4.48,1338.00
2020-04-15 10:55:00,4.48,4.48,4.49,4.48,908.00
2020-04-15 10:56:00,4.48,4.49,4.49,4.48,1373.00
2020-04-15 10:57:00,4.49,4.49,4.49,4.48,762.00
2020-04-15 10:58:00,4.49,4.49,4.49,4.48,571.00
2020-04-15 10:59:00,4.49,4.49,4.49,4.48,919.00
2020-04-15 11:00:00,4.49,4.48,4.49,4.48,647.00
2020-04-15 11:01:00,4.48,4.49,4.49,4.48,1538.00
2020-04-15 11:02:00,4.49,4.49,4.49,4.48,764.00
2020-04-15 11:03:00,4.49,4.49,4.49,4.48,799.00
2020-04-15 11:04:00,4.49,4.49,4.49,4.48,4736.00
2020-04-15 11:05:00,4.49,4.50,4.50,4.49,14302.00
2020-04-15 11:06:00,4.50,4.50,4.50,4.49,1155.00
2020-04-15 11:07:00,4.49,4.50,4.50,4.49,2228.00
2020-04-15 11:08:00,4.50,4.50,4.50,4.49,806.00
2020-04-15 11:09:00,4.50,4.49,4.50,4.49,5474.00
2020-04-15 11:10:00,4.49,4.50,4.50,4.49,1268.00
2020-04-15 11:11:00,4.50,4.50,4.50,4.49,753.00
2020-04-15 11:12:00,4.50,4.50,4.50,4.49,769.00
2020-04-15 11:13:00,4.50,4.50,4.50,4.49,425.00
2020-04-15 11:14:00,4.50,4.50,4.50,4.49,650.00
2020-04-15 11:15:00,4.50,4.50,4.50,4.50,766.00
2020-04-15 11:16:00,4.50,4.50,4.50,4.49,394.00
2020-04-15 11:17:00,4.50,4.50,4.50,4.49,1037.00
2020-04-15 11:18:00,4.50,4.50,4.50,4.49,4718.00
2020-04-15 11:19:00,4.49,4.50,4.50,4.49,287.00
2020-04-15 11:20:00,4.49,4.49,4.50,4.49,641.00
2020-04-15 11:21:00,4.49,4.49,4.50,4.49,472.00
2020-04-15 11:22:00,4.49,4.50,4.50,4.49,549.00
2020-04-15 11:23:00,4.50,4.49,4.50,4.49,674.00
2020-04-15 11:24:00,4.49,4.49,4.50,4.49,1005.00
2020-04-15 11:25:00,4.49,4.49,4.50,4.49,836.00
2020-04-15 11:26:00,4.49,4.49,4.50,4.49,1926.00
2020-04-15 11:27:00,4.49,4.50,4.50,4.49,1719.00
